age,sex,sentence,url
22,male,"明日は9時から映画なので7時に起きます
対戦よろしくお願いします
おやすみなさい",https://twitter.com/blonde_namazu/status/1132330617633247232
22,male,そういえば今日大学行く途中ですれ違った人が着てたTシャツを見て，camelケースの名前の由来がラクダであることに気づきました,https://twitter.com/blonde_namazu/status/1131949777313079296
23,male,ちょっくら宙に舞ってきました。色んなところをトリミングする内に、ちょっとファンタジー感が出てしまいました。高さが伝わらず悔しいですが、ヘッダーに良いサイズになりました。\,https://twitter.com/suginoofficial/status/1131200730323308544
23,male,令和に入って早々プロポーズしました。こんな僕ですが、指輪を準備して用意周到にプロポーズしました。照れました。そんな瞬間を撮られてました。#25ansウエディング,https://twitter.com/suginoofficial/status/1125751587329101825
24,male,うおお香りの表現凄ヨ #鬼滅の刃,https://twitter.com/beshinobesi/status/1132294392457248768
24,male,地方だったので自分が高校生の時はアニメの放送に差が出来て人と話題に出して楽しむってことが出来なかったんだけど今はネットでも最速で観られるしSNSで感想共有できるしでめっちゃ楽しい,https://twitter.com/beshinobesi/status/1129776444849082368
24,male,今週も丁寧に作られててめちゃくちゃよかった…！  本当に街並みとか鬼の歯ぎしりとか言いたいこと山ほどあるんですけど、個人的に鱗滝さんが炭治郎の襟を直して肩にポンと手を置くシーンが本当に良かったです。最高でした…！ #鬼滅の刃,https://twitter.com/beshinobesi/status/1127235312986365952
24,female,"#神奈川県#三浦市#荒井浜

.
.

京急品川駅から京急特快で終点の京急三崎口駅まで1時間7分。
そこからバスで20分程度の浜。

.

.

南国の雰囲気だだようロケーションばっちしな海岸でした😊
.

.

水深が浅いエリアが多く、初心者や家族連れの方でも、スノーケルを楽しめると思います👪💓
お魚さん豊富でした💓
カサゴや南国っぽい魚も見ましたよ😆

.
.

年中営業している海上亭という海の家もあります🙋‍♀️

.
.

みさきマグロきっぷですと、
近くに使える温泉とごはん屋さんがあるのでとってもありがたい💓

.
.
深さは沖の方にいかないと深くても5メートルくらいなもんだと思います💦

.
.
沖の方は船が結構通ったりリーフの外に出るとこが結構波が強いので危なさそうです⚠️

.
.

平日でも磯には釣り客が多いのできをつけてください🎣

.

.
浜を正面から見て右側の方が下が黒と白が混ざったような砂地になっていて、透明度いいときはいいです🙆‍♀️

.

.

砂地ふわ〜もできますよ🤲💓

.
.

マリンブーツは必須ですね🥾
フジツボ地獄が結構あります😨

.

.

.

サップを楽しんでいる方もいて、
夏は盛り上がりそうな場所でした💓

.
.

そんな、ロケーションばっちしな荒井浜海岸をたーくさん楽しみました💓

.
.
海の中の映像は後ほど🙋‍♀️

.
.

やっぱり三浦さいこー🙌💓

.
#三浦半島いいところ🙌

.
.

📸 @yokoyogini thank you💓",https://www.facebook.com/ayako.miyoshi.104?fref=nf&__tn__=%2Cdm-R-R&eid=ARAx85ImuJHjeCAdnoyBGYEFs1dHOIhVGE9dkw7SLIV6xQ_4uOHnytuatufBI8wZVK-IGU-sDpyZ1p0E
24,female,"今日、過去最長の勤務時間かも！
朝7時から夜10時、会場入りを思い出す…😂",https://twitter.com/mikity521/status/1131549149713686528
24,female,"ただいま日本🇯🇵
香港楽しかった！！",https://twitter.com/mikity521/status/1122896387509637120
27,male,デイヴィッド・パトリカラコス『140字の戦争』は本日発売。『暴政』『ブラッドランド』『ブラックアース』で知られる歴史家ティモシー・スナイダーの賛辞を借りれば、「21世紀の武力衝突に関する必携のガイド」。ツイッターは今や新たな軍事兵器と化している。ツイッターユーザーみんなに読んでほしい,https://twitter.com/shotichin/status/1131522666114846725
27,male,健康診断で体重を測ったら係の方に「去年とけっこう差がありますが大丈夫そうですか？」と聞かれた。大丈夫ではないです,https://twitter.com/shotichin/status/1128918847149318144
28,male,ゴハンに行ったらたまたまお店にいたニューヨークの嶋佐さん。この間単独ライブに誘っていただいたんですが、ぼくがニューヨークに旅行しに行くという理由で行けなかったことを謝りました。ちなみにニューヨークには行ったことないらしいです！,https://twitter.com/TOKIOCOM/status/1129756576951222272
28,female,お風呂に入るのがめんどくさいのではなくてお風呂上がりにボディクリームぬったり髪の毛を乾かすのが非常にめんどくさいのである,https://twitter.com/skrninjin/status/1130143326546477056
28,female,今日ブラトップのキャミ着てたんだけど後ろ前に着てて一日中ラクダみたいになってたんだが🐫,https://twitter.com/skrninjin/status/1126792851981869056
28,female,早起きして彼氏と散歩がてら焼きたてパンが食べられる近所のカフェきて朝食後はアーモンドミルクラテ飲んでまだ10時前なのに仕事ひとつ片付けたから今日のわたしは最高におしゃれでえらい,https://twitter.com/skrninjin/status/1126288559281823744
28,male,"予約してたホテルがまさかの古めかしいラブホ。
駅前&大通り沿い&食堂での朝食付きなのに笑
エアコンよりはるかに手入れが行き届いている室内コンドーム販売機に驚きを隠せない。",https://www.facebook.com/tomoya.horita.3?fref=nf&__tn__=%2Cdm-R-R&eid=ARDFryolAPLJ5Tsz5VMVKv4mYi6jdK20uVWl6HKMW4EBGn5NvZ8MkXnKQEvNwoc7P3aJ0LGVSis6pM7Y
31,male,マジで嫌い→いい子ちゃん的集団教育同調圧力の中で，自尊心と環境のギャップでお悩みになる，想像力が貧困で妄想の解像度が低い，共感性という名の排斥性を持ち合わせた，自称良識ある個性的な方々の群れ，人生の目標は（無意識的に他者と比較して得られる）「自分らしい幸せ」を手に入れること．,https://twitter.com/ochyai/status/1132169799344111617
31,male,日本の同調圧力の「みんな聞け，劣等感を持ったやる気のない他人の目にも当たり障りのない範囲でおとなしくしような」という無言圧力を破壊しないと成長も何もないだろう．,https://twitter.com/ochyai/status/1037938692831305728
31,male,"先週からイギリスバービカンセンターで作品3点展示させていただいております🙇‍♂️ 夏までなのでイギリスに行かれる方は是非🇬🇧

昨年の鯖の次のシリーズの玉虫新作とシルバーフローツの続編の浮揚灯篭新作と構造色蝶の作品の新作です．",https://twitter.com/ochyai/status/1131467753074745345
32,male,ここ5年ぐらいでマサカリ（笑）なエンジニアって激減した印象なんだけど、多分これって内製化が進んでエンジニアリングが事業開発の中で重要な位置を占めるようになった結果、攻撃的な人がチーム全体のパフォーマンスを下げるので、評価されなくなったからだと思うんですよね,https://twitter.com/YoshifumiSeki/status/1131830841863106560
32,male,来週学会で札幌いくので、現地組の方の飲食レポートをお待ちしております,https://twitter.com/YoshifumiSeki/status/1131398819436830720
33,male,良いコンポは、良い撮影から。,https://twitter.com/shino6o6/status/1131823879045861377
33,male,「自分を選んで、間違ってなかった」と思ってもらえる人間になろう。,https://twitter.com/shino6o6/status/1126831984469135360
33,male,"練習相手をした学生達のバスケ大会を見てきた。
根性みせる学生に元気もらいつつ、おじさんも頑張ろうと思う新年、やっと筋肉痛が治りましたw",https://twitter.com/shino6o6/status/1081819439106904065
34,female,"昼間クリーニング屋さんに行ったらバチギレしてる初老の男性客がいて「店員さん大変だなぁ…」と思ってたんだけど
いま「今日地震あった時なにしてた？」って聞かれて全然記憶にないから揺れた時間調べたらちょうどクリーニング屋いる時だった。
地震・雷・火事・親父の親父の方引き当てることある？？",https://twitter.com/tknkntm/status/1132283631584522240
34,female,"#スタプラ ライブダンジョンおじゃましました✨✨
5組の個性がはっきり出てて想像以上に緊張感のあるイベントで熱かったなぁぁ
勝てなくて悔しそうな泣き顔には心苦しかったけど、それだけパフォーマンスに真剣な子ばかりって、なんて素敵なことだろ、とも思いました。
みんなお疲れさまでした！！😊😊",https://twitter.com/tknkntm/status/1131907721144426496
34,female,おたけさん、あの感じで字綺麗なの良過ぎ👀,https://twitter.com/tknkntm/status/1130853149906890759
34,female,"湯船に浸かりながらゆっくり聴きたくてここまで入らず我慢してた！🧼🧴🧺🛀
お風呂沸いた！聴くぞ〜！
#チェルミコANN0",https://twitter.com/tknkntm/status/1129807574243561472
34,female,"雨ちゃんとも最終的には「やっぱりピンク・レディーがすごすぎる」という結論に行き着いたんだけど
このあほみたいな会話、ふたりでロイホで延々喋ってる時と同じテンションすぎる",https://twitter.com/tknkntm/status/1129644865954885632
34,male,パスピエちゃん10周年おめでとう〜〜長くリングの上に立っていられるファイターであるんやで。我々も1日でも長くピッチに立つことができる選手でいるからな〜〜（比喩の渋滞）,https://twitter.com/Base_Ball_Bear_/status/1131251712285585408
34,male,曲作ってる時に考えすぎて「こんなくそ細かいこと気にしてんの世界で自分だけだわ」とよく思うんですけど、同じようにすごく考えたり戦ってる人たちがいるとわかると、立ち止まってられないなーとなるし、結局何か作るのってめっちゃ楽しいんだなーって気付く。っていう。,https://twitter.com/Base_Ball_Bear_/status/1129646959541641216
34,male,レコーディングとか制作に関することをツイートしようと思っても、そのすべてがハードルを上げていくことのような気がしてしまって何も書けない。とりあえずここまで関連でツイートしたことはセーフ。楽しみにしていては欲しい。,https://twitter.com/Base_Ball_Bear_/status/1128737326656475136
37,male,"敬愛するアーティスト車谷浩司さんが一度だけSNOOZERに出た記事を読んでいる。インタヴュアーはもちろんタナソー@soichiro_tanaka 。

ポール・サイモンになりたいと語る車谷さん。どんどんなってる気がしますな。",https://twitter.com/fujii_music/status/1132323132843315200
37,male,"失敗だったと思うような道のりでも、振り返れば大事な一足だったと気づく事がある。

泣いた事も笑った事も全てが今につながっている。

誰しもが一人一人、二度とない一瞬の最中。

絶対、最後は幸せになろうよ。",https://twitter.com/fujii_music/status/1132297182592167936
37,male,"おはようございます☀

今日も二度とない一日。

好きな事に素直に生きよう。",https://twitter.com/fujii_music/status/1131710206709182464
37,male,"スペイン語のテスト、今までで一番できた感覚があったので、合格した可能性は高いように思います。たぶん。

前にも書いた通り、Dele A2相当は英検準2級相当なのでまだまだ低いですが、卒業までにもっと伸ばしたいです。夏休みにも継続して頑張ろうかと思います。",https://twitter.com/ororons/status/1131958883050754048
37,male,"色々なプロジェクトが佳境になる中、スペイン語のテストが来週に控えてます。

これを合格するとDELE A2相当のCertificateがもらえます。英検で言うと準2級相当らしいので、まだまだ序盤と言いつつも1年でここまで来れているのは嬉しいですね。なんとか受かりたいので、頑張ります。",https://twitter.com/ororons/status/1130052316583858176
37,male,たしかに、Eightはどこでマネタイズしているか全然わからなかったけど、悲惨な状況。。,https://twitter.com/ororons/status/1129023718771109888
37,female,"XDの⌘３知らなかった！！べんり！！いま選択しているオブジェクトを中心に拡大表示できる。
#XDUFes2019",https://twitter.com/spicagraph/status/1132167552593944577
37,female,わたしの代わりに食べて寝てお風呂はいってくれる人欲しい、養分だけください,https://twitter.com/spicagraph/status/1131058806870298624
37,female,田島列島先生わたしもすきです。「子供はわかってあげない」すごくよかった,https://twitter.com/spicagraph/status/1130650698364751872
37,female,プロダクトを作ることをここ5年の目標にする。作りたいものはある。,https://twitter.com/spicagraph/status/1130508358937485315
39,female,"家にテレビがないのでテレビは基本的に見ないんだけど、たまに実家に帰ったときテレビを見ると暗いニュースばかりで、日本人が病んでるのってメデイアの影響がかなり大きいなって思う。

取り入れる情報は取捨選択しないと知らない間にネガテイブに汚染されちゃうよね…",https://twitter.com/susie_shizu/status/1132129372322721793
39,female,"これまでにTwitterで知り合った女の子と海外旅行をした経験が2回あるんだけど、海外慣れしてる子は自己主張をしっかりしてくれるから一緒にいてすごい楽だった。

「相手に気を遣う」と「相手に合わせる」って全然違うよね。

人の顔色伺う人よりも嫌なことは嫌ってちゃんと言ってくれる人の方が好き。",https://twitter.com/susie_shizu/status/1131922642926067715
39,female,"「私は39歳だけど、おばさんでも熟女でもなく綺麗なお姉さんである。」

自分でそう思ってる限り自分磨きを怠らないから私は何歳になっても自分のことをおばさんとは絶対に思わない。

自分で自分のことをどう思おうが自由だしねー😝",https://twitter.com/susie_shizu/status/1131177575651217408
44,male,HUAWEI P30、ビックカメラで無事購入。本当はP30 Proが欲しかったけど、いつになるかわからないのでこちらを選択。,https://twitter.com/iskw226/status/1131729150689964032
44,male,MVNOも右へ倣えと続々と販売延期にしちゃうのね。なんだかなぁ。,https://twitter.com/iskw226/status/1131425210454855680
44,male,24日、家電量販店では買えるよね？,https://twitter.com/iskw226/status/1131202064506167296
44,male,ファーウェイは踏ん張りどきだけど、乗り越えてほしいなぁ。。,https://twitter.com/iskw226/status/1130702109404303360
47,male,"丸の内 中華そば佐とう
チャーシュー中華そば＋半熟卵

最近できて昼によく並んでるので帰りに寄ってみた。",https://twitter.com/yuboo155/status/1107592609474711552
47,male,"年始のセールは消耗品のみ購入。ワコーズはカミハギの方が少し安かったかな。

あと昨年のパワーコンペが1セット残ってるのにGP5000を2セット買ってしまった。

GP5000はカタログ値215gと軽くも重くもない。でも転がり抵抗が低いし超ワイドリムの空気抵抗も相まって結構期待している。",https://twitter.com/yuboo155/status/1080753114745995264
47,male,"シクロスフィアのメンテ、0時に終わってることになってるのだがいまだに接続できずアップロードできん。

時間が遅くなったからほったらかして帰宅しとんのかな。",https://twitter.com/yuboo155/status/1070080087905583104
48,male,"これだけ部活で事故や体罰が～とかニュースになっとるのに何で素人顧問(強制ボランティア)が問題にならんの？

おかしくね？
素人なんだから体罰や事故も起きるに決まってるやん。

何故に「素人に部活動は持たせてはいけない」とか社会問題にならんの？",https://twitter.com/mamehina012/status/1132259671304052736
48,male,"女性の先生に年齢聞く生徒も「それはセクハラだから言うな」とクラスで吊し上げて注意するぉ。

言った奴誰だよ、って聞くと「俺でーす」とか返事してへらへら笑ってるんだよね、セクハラだっていう認識ねーから。

性的な嫌がらせだと真顔で注意すると流石に生徒もドン引きするぉ。",https://twitter.com/mamehina012/status/1132201405110816768
48,male,"だからぼくは「そんなこと言ったらとても悲しい気持ちになる、皆は言われて嬉しいか？だから人に言ってはいけない」とかクラスでしんみりと話をして言った奴を吊し上げる。

ってのをしたら後日言った生徒がクラスでハブられててﾜﾛﾀけど。
原因は他にもあったらしい。",https://twitter.com/mamehina012/status/1132198814650052608
48,male,まーでも実際、教育学部の家庭科教諭なんか実技経験無しで採用されて、現場で「ミシンわかんない無理～」とか言ってる奴いるからな・・・,https://twitter.com/mamehina012/status/1131532468048109570
48,male,"本校の剣道部とテニス部も顧問が生徒を社体に加入させててテスト前なのにガンガン活動している。

しかも顧問は元校長で再雇用ときたもんだ。
誰も文句言えないっつーね・・・",https://twitter.com/mamehina012/status/1130599178688589824
48,male,"教育実習、自分はちゃらんぽらんな大学生だったのだがあまり重い課題みたいなのは課せられなかったな。

進学校出身の友達は実習に行く前から課題や指導案を書かされ実習中は夜も寝れなかったとか言ってたが・・

先生も人を見てるよな。
とにかく椅子に座って授業を受けさせてと言われた記憶が・・・",https://twitter.com/mamehina012/status/1130441878682210306
48,male,"普段は近所を走っています。
週末は日野川の河川敷。
平日は昼休みを利用してAW-Iスポーツアリーナのランニングコースなど。
続けられるか分からなかったのでシューズは屋外用も室内用もTIGORAです。もう少し走れるようになったらasics買おっと",https://twitter.com/sio_fifa/status/998474295641653248
48,male,"お昼のウォーキング行ってきました😃

いい天気で気持ちいい😊

相変わらず録音したJUNK聴いて、爆笑しながら歩いてます🚶‍♀️

今日は4km

ちょっとは脚が慣れてきたかなぁ
👣👣",https://twitter.com/sio_fifa/status/1098800544162865153
48,male,"一昨日の日曜に昼ランしたの書いてなかった😅

久々のランは気持ちいいけどシンドイわぁ😆
全然息が続かなくてすぐ歩いては走っての繰り返し。
やっぱ週3くらいでは走らな！
と思う今日この頃。
あと、風がだいぶ冷たくなってきたので走った後の汗の処理をしっかりしないと風邪引きそう🤧",https://twitter.com/sio_fifa/status/1062127410911444992
48,female,グループLINEと個人LINEを混同している上司にイラ💢,https://twitter.com/obasan38go/status/1128323185294708736
48,female,"家に帰ったら素敵な夕飯が用意されていました。
たぶん旦那様初の天ぷらです。
美味しくいただきます。",https://twitter.com/obasan38go/status/1127216719288651776
48,female,"怒りの矛先旦那に向かってしまった。
本当に申し訳ない。
やっぱり教師やそれに付随する機関は苦手だ。
子どもの頃を思い出し、自分の悪い所が見えてしまう。
自分をもっと嫌いになる。
ゴメンよ娘。こんな親で。",https://twitter.com/obasan38go/status/1122191714884542464
48,female,"選挙に行ってからお花見来ています。
お弁当は旦那のお手製♥️",https://twitter.com/obasan38go/status/1114722248571506688
51,male,本日眼科に行って抗生物質入り目薬を処方してもらって，名称から構造式とか性質とかを調べDNAトポイソメラーゼを阻害するっていうことを知ったりするなどしてから使い始めたところ劇的に改善した(薬が効いたのか，すでに回復期だったのか不明)．イロイロ調べてるうちに点眼するの忘れるところだった．,https://twitter.com/TakahikoNojima/status/1132255534231347206
51,male,「投票者に占める若者の比率」とは別に，「世代ごとの投票率」も重要なモノサシ．老人世代が退場した後も残る世代だから．「投票に行っても老人の方が多いし無意味」ではない．世代ごとの投票率において若者1票の重みは，老人世代の1票よりも重い．,https://twitter.com/TakahikoNojima/status/1131872482401456129
51,male,アクセルとブレーキの踏み間違い事故って，世界的にはどれくらいの頻度で起きていて，どれくらいの被害が生じていて，どれくらい社会問題になってるんだろ? 電気自動車率が高くなると事故率が高くなる，みたいなデータはあるんだろか?,https://twitter.com/TakahikoNojima/status/1131401588688318464
51,male,連続TVドラマとかアニメとかは1回目から観てない人にも内容がなんとなく理解できるような構成になってる，途中から観始めてもそれなりに楽しめる仕組みになってるけど(そうしないと新規視聴者を増やせない)，専門書にしろ講義にしろ，そういう仕組みになってないよ．,https://twitter.com/TakahikoNojima/status/1130619566378196992
51,male,この人は入社するわけでもない人物にわざわざ挨拶に来てもらうために時間を空けられる程度に毎日がヒマなのかなー．「自分だったら」って考えたら，連絡メール1本で済ませて終わりにして他の業務をやるんじゃないかって思うんだ．(※そうじゃないっていう考えがあったらダメとは言ってません),https://twitter.com/TakahikoNojima/status/1129692383883321344
51,male,内定辞退についてタイムラインで話題になってるんだけど，「自分だったらメール1本で断られたらどう思う?挨拶に来なかったら怒るだろ?自分だったらどうかって，そういう視点で考えなさい」的に説教してるおじさんアカウントがあるんだけど，,https://twitter.com/TakahikoNojima/status/1129691180676014080
54,male,艦これイベントで重大バグ。イベントの最終海域（E5）でラスボス前のボス（第一ゲージ）を倒すと、全クリアになってしまうもの。最初のクリアを目指すRTA中なので大騒ぎ,https://twitter.com/mikamiyoh/status/1132242885875605505
54,male,ごく初期のリサーチでちょっとだけお手伝いしました。特別編見なくちゃ,https://twitter.com/mikamiyoh/status/1129235972565086208
